id,text,split
2199313,"Ever think that your life's going by so fast? That you never have the chance to slow down? You ever ask yourself, where goes my life? I never seem to get the chance to slow down and relax, to get a chance to live or to have my freedom. I always feel like I have this huge rope around my neck with a leash attached, strangling me of my freedom. I always want to run away from this life, but then I realize, where would I be then? Would I have a good life or is it going to be worse than now? Sometimes I feel like I am blessed, although I know I have all the little things in life, my heart's still wants more, and I keep searching for that something more. Everytime I do, I feel like I get lost and pulled deeper into this world that I keep trying to escape from. What is it that I want in life? I think that I want is my old life back.The life that I had by the beach, where I had the best friends in the world who truly understands me and accept me for who I am and are fun to be with. Here in the desert, everyone is so critical of me and of who I want to be and they all laugh, thinking it's all a joke. But in reality, it's not at all. I wish I could rewind back to the point where my parents asked me how I felt about moving, but that chance is already long time gone. And I have this mistake to pay for and learn from. I feel as if my soul left my body when I moved and stayed by the beach, waiting for me to come and pick it up. But like I said, all of those chances are long gone, and so am I.",train
2462546,"Yesterday Adam and I celebrated our 5th wedding anniversary. We woke up early and opened our gifts. I got a lovely gold chain. He really surprised me! Nobody had to remind him to get me anything or even help him with any ideas. After 5 years he's finally learning  We spent the day preparing for Megan's Christening. Which is today at 1:00pm. For dinner we decided to check out the new Fallsview Casino Resort. What a night. It took us an hour just to find a parking spot at the shuttle lot. Then a half hour wait to get on the darn shuttle. We get there, and look around nothing spectacular, then we get into yet another line and wait another half hour for dinner. The Grand Buffet. It was good food and well worth our $42.00...I guess. But I don't think I'll go back. After dinner which was around 11:30pm when we left at 7:30pm lol, we decided to spend $20.00 on slots. Well we put the $20 in and it was gone in less then three minutes. We said okay lets go home. But first we went to take a look at this fountain our city spent millions of dollars on, It was the ugliest thing I've ever seen. It looked like a big wheel with a stick on it and it was blue and wet! We get out of the casino to find yet another line, and waited a good 20 minutes to get back on the shuttle. We get home at 12:30am. Personally, I like Casino Niagara better then the new Fallsview Casino, however, I'll never figure out why we need TWO casinos in this city!",train
3126397,"Work was exciting today.  One of my servers has been acting up lately, running really slowly, having trouble keeping up with it's work load, etc.  Initially I was afraid that it had gotten hacked and was doing bad things, but as I examined it, I realized that it was just getting flooded by a constant deluge of spam!  The poor old server was so busy bouncing all of this spam back that it didn't have much time for processing other things.  Each piece of email that comes in has to pass through a huge list of filters which try to deny any email that looks suspicious.  There are thousands of entries to parse through for each email, so when a spammer dumps a huge load of spam on the server it has to do a lot of processing.   Luckily we had a spare system sitting around in case of emergency, so now we've upgraded from 450mhz of spam blocking power to 1.9ghz.  Hopefully that will be enough for now, but I imagine that I'll have to look into more potent anti-spam measures in the future.  Apparently black-lists are all the rage.",train
2109322,"Okay, so it was my fault. I'll get over it.  So this weekend is cool so far. It started out as kinda boring, went to the place, saw Talea and Rachel presumably stoned and walked home with Ian. Then I played some DDR. It was good. Matt says we'll teach me how to play so I can then school those little kids and James. Ooh! Then I went to Kat's house. I was the first one there, so Travis (Kat's father figure) was talking to me. Kinda creeped me out at first, but he's a pretty nice guy. Likes to talk. Then Will and Brett come over and We're hanging out, eating chips, and then we find the  lighter fluid . WOW was that cool. We were having the best time, and people just kept yelling at us! Whatever, it was all worth it. And that dog was awesome, and I mean AWESOME. That little beast never tired! I want it to come over and play with my dogs, tire my dogs out. That would be cool. Ian played me some old tyme pianney on the piano. So altogether, it wa sneat. all kinda meat. no, neat. Righto.So on goes life, I'm going to find some friends and do something before night. Los byeos!",train
1853281,"okay so school started today. I hate the U. Swapped one class because there was no way to get from extreme edge of east bank to extreme edge of west bank in time....the move the class i swapped for to the east bank. Fuckers. Swapped another class today when i realized my art history class was three hours on wed. nights. took a hist for two hours instead. Plus all the stupid books i have to buy waaaaah okay, wining is done. I love school. You all know i love school. I just needed to bitch...you all now i need to do that a lot too. in other news. The weekend rocked. Friday...martini blue and than old 97's show. sat, went out with my man:) got to dance...also started smoking again. I am such a whore for nicotine. Sunday, punk rock brunch...great fun...r. and M. gave me a book about hiking the apalachin trail, loved it. than that night river and i out to the CC with J.and A. and all kinds of drunken fun. Yesterday, lunch with jannie and than very chill. Nothing really new oh, and my new favorite word is skeezy.. use it with love kids cheers d sat. Lunch with jannie",train
3655970,"Well, I think some of you might be flabbergasted to see me blogging?! Ya, I also don't know where the urge came from! haha. I started this thing at 1am till 3pm, encountered lotsa problems manz! So frustrating!Ok looks like I have lotsa things to learn - how to decorate my blog etc?! :P But maybe I'll just keep it simple as it is now...  Anyway, I began the day by swimming(training) and was rather drained out at the end of it man! VJC swim team was there too and it's rather intimidating! Haha. Because they seem to be great in everything! Oh, I managed to get my tan too. Had a little bit of strawberry flavour..HEhe. At the end of the training, I was totally drained out. The team then went to have some cheap Jap food. Not so bad. ^_^   Met up with some of the music ministry members to watch The Best Bet. IT WAS SO HILARIOUS!!! =D Then at 7pm everyone except Wei Xiong turned up and went for dinner at Fish & Co. HAha...Imagine an army officer being late! Oh ya, I was like being forced to reveal my secrets on who I like and etc...Akin to last sunday when I was having dinner with the big gang. Those who were there should know...After dinner, we went to the coffee club at Hotel Rendevous.   And we moved on to our main agenda. All of us shared quite a lot on our camp experience and the music ministry. Ya..and I learnt quite a bit too. One of them is not to be afraid of making mistakes and constantly be focused on the purpose of playing our instrument - to serve God whole-heartedly and humbly. Yes, we have to be skilful but that should not compromise or affect our worship to God!!! Somtimes we might get too obsessed with the technical issues or our surroundings instead of focusing on God. Besides that, we should always be conscious of what we do, react and behave. Is it to please Him or others?! It's rather tough I would say, but we must be disciplined and give our very best for Him.  I hope there will be more of such gatherings or outings, so that we can strengthen our relationships with one another instead of just being a group of musicians. :) I really enjoyed the session! Thanks Joel! And of course, thank God for everything!!! :D",train
4301301,"I had on new clothes, New sneaks on my feet. I was there for class on time, Went to the back and took my seat. Yeah, I'm moving up, I'm already grown. Soon I'll be graduating, And out on my own. I talked to some of my friends, We were all having fun. Said some things I shouldn't have said, Did stuff I shouldn't have done. I knew I was different. I felt God touch my heart, I knew I should set a standard, But then I'd be set apart. Walking to the bus, I was not looking for strength. I heard the car tires screeching, But now it's too late. I'm standing in this room, And I can see the heavenly gate. Oh no! I never prayed. I thought I had time to get it straight. An angel walked to me, He had a book in his hand. I knew it was the Book of Life, When would this dream end? I told him my name, And he began to look. Then he looked at me sadly and said, Your name is not in this book. Angel, this is a dream, No, I can't be dead! He closed the book and turned away, He whispered - You cannot proceed ahead. No...no this can't be real, Angel, you can't turn me away. Let me talk to God, Maybe he'll let me stay. He led me to the gate, Jesus came to me. He did not let me in but said, Beloved what is your need? Jesus, I cried, please, Don't cast me away from you. Tears ran down his face as he said, You knew what you needed to do. Lord, please I'm young, I never thought I would die. I thought I'd have plenty of time, Death caught me by surprise. Lord, I went to church, Please Jesus, I believe. He said you would not accept me, My love you would not receive. Lord, there were too many hypocrites, They weren't being true. He took a step back and asked, What does that have to do with you? Lord, my family claimed to be saved, They weren't real. You know. He said, I died for you, Now I have to go. I fell to my knees crying to Him, Lord, I planned to be real tomorrow. I couldn't make Him understand, I had never felt such sorrow. Then it hit me hard, I said, Lord, where will I go? He looked into my eyes and said, My child you already know. Please Jesus, I begged, The place is so hot. It seemed to trouble and grieve him, He whispered, DEPART FROM ME, I KNOW YOU NOT. Lord, you're supposed to be love, How can you send me to damnation? He replied, With your mouth you said you loved me, But each day you rejected my salvation. With that in an instant, Day turned into night. I never knew such torture could be, Now too late, I know the Bible is right. If I can tell you anything, Hell has no age. It is a place of torture, Separated from God and full of rage. You know, I thought it was funny - a joke, But this one thing is true. If you never accept Jesus Christ, HELL IS WAITING FOR YOU! So please, ask Him into your heart.",train
3150798,"&nbsp;So, a bit more about camp. I know it was almost three weeks ago, but there's really nothing else to talk about. So, here goes.  When we got to camp, all the staff was in the middle area, square dancing to Rocky Top(haha, very funny). So we got a special Tennessee welcome(and you know, we got teased the rest the week for being Southerners). Anyways, they had the work crew carry our bags for us, which was great for me since I way over-packed.  &nbsp;The camp is gorgeous. Standing in front of our dorm and looking out, there are all the cute log buildings, and then this amazing view of the mountains on every side. The trees were cleared out, so it was nothing but sky and mountains. it was amazing.  &nbsp;And then supper was a huge surprise. Instead of standing in line, as soon as they started playing the music and opened the doors, everyone went into the dining room. And it was a real dining room. Every day, they set the tables with a cloth and often cloth napkins and all that stuff, and they served the food to our tables. It was great. And the coffee was really good. I drank it three times a day. I love coffee.  &nbsp;On the first night, we did an obstacle course in the dark, and I got totally muddy and wet and freezing. It was great. I had mud all over my face, in my hair, everywhere. And the second day, we had a volleyball tournament.&nbsp;I usally hate volleyball, but this was fun. We had the best uniforms, too. Our cabin wore tie-dye t-shirts, bandanna headbands, and we put our hair in pig-tail buns. We were adorable. And we totally should have won for Spirit.  &nbsp;Let's see...I went mountain-luging that afternoon.And I crashed. It was great. I hit the hay-bale and went flying, the luge flipped over me while in the air, and I rolled a bit before jumping up and laughing. The rest of the week I had bruises from mountain-luging. How hard-core is that? The mountain luge guy came racing down the track to see if I was okay. And everyone thought I was hurt or something. I wasn't, but my gosh, I was sore!  &nbsp;On Tuesday, I did the ropes course. I was so terrified, it was hilarious. I had to stop for about three minutes between every part of the course, because I was too shaky to go on. And I said a prayer for every single part. When we got to the part at the end where you have to jump off before they lower you down, I was so freaked out. I had to sit on the edge and slide off. But it was awesome once&nbsp;I stopped falling, and&nbsp;knew&nbsp;I was&nbsp;safely attatched to the cable. I still thought I was going to hit a tree a little, I was swinging so hard, but I made it. It was great, I was so glad I did it.  &nbsp;On Wednesday,&nbsp; after a day of wet, muddy horseback riding(on a mountain...with a very obstinate horse named Haley), we had country night. I hadn't been warned about it, but I had some Levi's to wear, and a tan henley top. A friend let me borrow a bandanna for my neck, and I wore pig-tails and eyeliner freckles. We had a country pot-roast meal and a sing-along, then an opera(which was all like, hit songs. It was pretty funny). Then there was a carnival, and we earned tokens to pie our leaders. And then, there was....another thing.  &nbsp;They lined us all up, boy son one side, girls on the other. And I was begging my friend to tell me what was going on, since she had been to camp before. She knew I was nervous and about to run, so she said, 'Oh, we're just going to have chips and salsa'.  &nbsp;We didn't. We had a square dance. I was so nervous, I couldn't even talk to the partner they put me with. He was cute, too. I talked to him a couple more times that week, when&nbsp;I wasn't so insecure. I don't know how to dance at all.  &nbsp;It was fun though. I was in a square with both of the other girls from my school, and we all ended up laughing and having a good time. And then we played this game where I ended up slow-dancing with, I think, four cute guys. There was one really tall, tan blonde with great curly hair, and he was singing along to 'Hero' by Enrique Iglesias. How cute is that? So the dance wasn't really that bad. Except for during the square dance, when&nbsp;I realized I had&nbsp; a big cool-whip glob on my toe from the carnival.  &nbsp; On Thursday, we had to hike up a mountain. All I will say about the way up is...I realized how out-of-shape I am. That's all anyone needs to know about that. At the top, it was awesome. You could see everything. We took a lot of pictures, and my square dance partner wanted a picture of us. Of course,&nbsp; I had to get one too. It's going to be framed.  No, I'm kidding about that. I'm not THAT much of a weird stalker-type.  &nbsp;Let's see...I went off the blob three times that afternoon, and I fell off every time. And my whole school group&nbsp;was watching. All the guys were cheering and encouraging me, it was SO embarassing. Not cool, but I'm glad I tried.  &nbsp;On Friday, we had a dress-up steak dinner. On Saturday, we had ridge runner go-carts. I had never driven anything but a golf-cart, so I was scared and went really slow. They had to pull me off so the two others could pass me. Only three of us went, because everyone else wanted to pack. And then we went home. I was seriously depressed, it was the most amazingly fun week of my life.  &nbsp;Anyways, besides all that, we had an awesome praise guy named  urlLink Matt Wertz , and a great speaker. I really felt close to God up there, and I'm working to maintain that now. It's just a lot harder at home.  &nbsp;",train
3471207,"Today i woke up sick..slept at 11 plus and woke up at around 6am..didn't see the time but i guess it's around there. When i woke up i couldn't get back to sleep even though i lied on the bed for 2 hours. The feeling was quite bad. It was definitely because of yesterday's tennis game where i played 2.5 hours in the morning. So it was exertion that caused the sickness coupled with the sun's rays. Also, this meant that i rested the whole day. I don't know whether it's normal but when i rest, i can't get to sleep. I guess i've not had a fever for quite some time so i don't know whether it's normal. Tonight i hope i can really sleep. Actually i just came back from seeing the doctor. Besides the standard cough mixture, antibiotics and panadol, i also asked for sleeping pills. Wow it's $3.50 per pill and i got 5 of them...grr didn't know it was so expensive. In the end i paid $40 but as i had not enough money i had to go to the ATM to draw out some. Now that i'm sick, everything seems to go slower..when i was walking to the docs, the scene was very serene and i could see other people in their 'house clothes' walking either to the nearby market or walking back to their blocks. The atmosphere was kinda relaxed and my breathing was calm and slow. At least this is one of the good things of getting a fever. It puts me away from the stressful lifestyle of always being efficient and productive and gets me to slow down.",train
3308717,"I've got such a headache today. I think I learned too much yesterday. Speaking of, I had to write a damned essay the first night. Oh well, it wasn't that bad. It actually seems like this class will be pretty easy. I don't know if it's just because I have had such a long break or if it's because I'm just a little older and a little wiser.  I need to pick a topic for my research paper. I think I'll go with 'Censorship In America, More Harm Than Good'. I really dislike censorship, I think ratings are a great idea, but not manditory censorship. If you don't like it, DON'T FUCKING LOOK AT IT YOU STUPID MOTHERFUCKER. ...I might include that in my research paper. ^_^  Got quite a bit done on my application last night. Reorganized the classes and did some much needed commenting. =) I still think I need to rewrite the search functionality of it. Maybe I'll have it return each match individually instead of as a single array... then again, it might be more memory/cpu intensive that way... I shall stew on it.   -intX    what?",train
1697193,"A perky workout, good dinner, a crisp smoke - all climax into a pleasant night,  if the weather chills your bones enough. Why do you ponder over your life then ? Well, actually its always when you have received a setback in your life that you begin to ponder over its  various nuances. When the going is good,  the worries are far more subtle. Like how chilled a beer is, or perhaps how potent the joint is, whatever, its those trivialities we mull over. So, I have received numerous setbacks, both on my personal and professional front. They have demeaned me like how we would kick a fucking leper without a bell, begging for alms or leftovers. life always treats me such and most times maybe I have deserved it, but there are times I have not, and those times haven't been few.  We all go through rough weather in different ways and they all tell me to pray to GOD. Isnt that like complete submission of your self, when you have to beg to someone to set everything in order. I can't think of anything more pathetic. If that is what GOD wants, how different is he from a raving fetish monger ? And I thought only my professors were that depraved.",train
3134034,"Have you ever been stopped by a police? I mean, it happened when you unintentionally break the law, say, you drove a long when the light was red? Well, I have.   I passed through this limited passenger lane when a police stopped me and asked for my driver's licence (he stopped me because I was the only person in the car while the lane required me to have at least three persons inside). It is not that I did not want to obey that requirement, I simply found it stupid to find two more passengers from the street just to fill my car to be able for it going through few hundreds meter of lane before entering to the toll road. Anyway, the officer checked my licence, took it, gave a ticket to attend the hearing in Central Jakarta Court.   I went to the court two weeks after the predetermined date as I just recovered from the dengue. The officer there told me that my files had been sent to traffic police headquarter, so it was better for me to go there instead. I went there to arrange it.   On the way there by the luxurious busway, courtesy of Bang Yos, I have prepared myself to wait for long hours of uncertainty and other fussy this and that. To my surprise, once I produced my ticket to the officer at the police headquarter, he let me wait only for 15 easy minutes, called up my name, asked me to pay 50.000 rupiah, gave me my driver's licence, and they allowed me to go on with my life.   Did they give me a receipt for the fine? what receipt?  I got my licence, did not have to wait, I can drive my dear old car again. Who cares about the receipt. What receipt?",train
3562339,"Okay, so basically to sum up the past two days, I slept, and I watched a ton of Vh1.&nbsp; This is what happens when there's nothing to do, and this is why I choose camp over staying home all summer being bored.    &nbsp;  Yesterday, I watched  I love the 90's  and other Vh1 shows, which are all hilariouso.&nbsp; And then when I got bored, I called Dot, and ended up walking over to her house.&nbsp; We watched  High Fidelity , a movie about John Cusack and his relationshiop problems.&nbsp; I *heart* John Cusack.&nbsp; We also attempted to make pizza, but the top got burned, and the bottom didnt' cook at all, so it didn't work out very well.&nbsp; Wipe the vomit off my tongue.&nbsp; Heh.&nbsp; Then I got a ride home, and watched more Vh1.&nbsp; Yay!&nbsp; I attempted to call Dylan at like 11:30, but apparently he was asleep.&nbsp; Whoops.&nbsp; I think I woke up his father too.&nbsp; *blushes*.&nbsp; Heh heh.    &nbsp;  Then today, I watched Vh1, ate, took a 4 hour nap in the afternoon, read, watched Vh1, and wrote this.&nbsp; Now that's excitement.&nbsp; I think I have developed an unhealthy obsession with Vh1, but the shows are just so good!&nbsp; At least I'll get away on Friday when I'm going to Souf Street with Alicia, Dot, and S'rah.&nbsp; I'm planning to meet up with Jimmi there too, but they don't know that yet.&nbsp; Shhhhh...!    &nbsp;  ...la Gu",train
1909905,"During intermission, Greg asked me what I thought of the music.    Well, I am a Mozart fan, but probably not as much of a fan as I am of some of the Romantic period composers like Brahms or Chopin.  Though Mozart's music is complex in melody, harmony, and rhythm, it can sometimes become boring and seem pedantic after hearing large portions of it in one sitting.  I'm probably the pedantic one, nevertheless, I've been seeking more specific reasons for my vague 'boredom' with Mozart when taken in, hours at a time.  I've determined that for me, it comes down to harmony and melodic endings.  Though Mozart's music often has complex harmonic shifts sometimes coming at unexpected times, his melodies hardly ever fail to land back on the 'root' or 'one' of the diatonic scale.  In case you are not familiar with these musical terms, what I am talking about can be illustrated by humming a tune we all know, 'Twinkle, Twinkle, Little Star'.  Though this melody was written by Beethoven it does the same thing that much of Mozart music does melodically.    Hum the tune, noticing the starting note - the 'Twink...' note, if you will.  This is the 'root' note or 'one' of the major scale from which this melody is written.  After singing the entire song, we return back to the same note on the last word, 'are.'  Some may say this melodic turn sounds comfortable and resolved, however others (myself included) might feel that it can sound trite, too final, or simplistic.  I am in no way trying to belittle the amazing musical gifts of either of these composers before whom my own musical composition skills seem like rudimentary abilities.  What I am trying to communicate is that living in the year 2004 and having the privilege of experiencing all the music that followed Mozart including all the romantic composers, the impressionistic composers (Ravel, Debussy), Traditional Jazz through modern Jazz, and even modern avant garde orchestral music, the 'ears' of today's musician - if well listened - are used to less 'settled' harmonies and melodic turns.  The more complex harmonies of Chopin's piano music foreshadowed the extended harmonies of contemporary jazz in its richness and disonance.  Strangely, as one listens to more disonant music, the music comes to sound less disonant and more familiar.  Perhaps this is why after the first two acts of 'Le Nozze di Figaro' I was longing for some unresolved music, just as the plot at the end of act II was lacking in resolution.  But, what I told Greg was...'I like it.'",train
4015193,"I like men with hairy chests and big dicks. What can I say? Its just what makes me happy. My new boyfriend, whom I'll call 'Double D' is missing one of the pre-requisite items I just mentioned. So, to correct that problem, I went to a fabric store, and searched the aisles of patterns and prints until I came upon the fake fur section. The swatch I ended up buying even matches his complexion quite nicely.  What? there are some things I just cannot do without!!!  It is Monday morning and I'm not feeling like working today. I wish somebody would pay me to look at internet porn and play in chat rooms all day. But alas, I must focus and work this afternoon if I am to keep my job, such as it is.  Lastly, and most importantly, my big brother has been diagnosed with cancer. They found a tumor in his ass about 7 inches long. He doesn't know yet how bad it is, but he will find out on Thursday when he goes for his consultation. He will probably have chemo, then surgery, then chemo again. He's taking it very well, but my Mother is not. His attitude has been, 'well, there's nothing I can do about it so why worry'.  My Mom on the other hand has been running around calling everyone warning them to get checked for something similar.  Mine is scheduled for Thursday.  I hope its just a coincidence and not a sign.",train
3474008,"Yesterday in a fit of sinister rage, our frightening vice president, Dick Cheney, blew up at Democratic senator Patrick Leahy of Vermont. Supposedly, Cheney was  angry over repeated comments and accusations about his involvement in the recent (note how I use the word 'recent', so to decipher which halliburton scandal I'm speaking about) Halliburton scandal. Leahy and others were shocked by his use and later pardoned him (which I think is a mistake) on CNN; citing that perhaps he was having a bad day.   I would like to note something here. Last time one of our guys, Kerry to be specific, used a word of that caliber; he was fucking chastised by the right. Praeger and all those jerks at Townhall and the Weekly Standard came down on him like he was the anti-christ.Conservative writers cited that his unnecessary use of the word was indicative of his lack of professionalism, family values and zero capacity to be president.   Funny thing is, since Dick Cheney blurted out that word, Thursday on the Senate floor; not a word has been mentioned by Republicans. Some how its excusable? Might I remind all you who pawn away your dignity and self-respect to be included in the conservative circle, that using profanity on the Senate Floor is prohibited by senate rules and could be likened to such blasphemous behavior as defecating in a church.   Fucking double-standards, that's what I say.",train
3445442,"Just finished watching   Castle in the Sky  . Decent film.   Memorial Day at John's house &mdash; Thanks, John! played Tri-Bond (my team won!); sat around and talked. Fun. Sadly, no 'Trading Spaces' marathon this year.   Sunday evening at Jack's house watching Charlie's Angels.   Made it to Saturnday night church for the first time in several months. Great service, though I'm not too sure about this 'fellowship' time beforehand. I'm not too outgoing, and it's difficult for me to go up to meet people on the fly.   Didn't make it to see  The Day After Tomorrow  this weekend. Apparently enough of you did for it to take in well over $80MM. I'm only interested in the special effects, not the story. I do like Dennis Quaid and Jake Gyllenhaal (had to look that one up). Oh, and Sela Ward, too!   Swam this morning. Actually, I rode my bike, but with 110% humidity, it felt like I was swimming. I see collapsing into bed before midnight tonight since I've been awake since 5am.   listening to Rubicon 7 in the car; wish I could listen to music at work. I think I would be much more productive than playing receptionist every five minutes or so. It's making me jittery, man, jittery, I tell you.    These posts always wind up longer than I intend them to be.",train
2550368,"So blog readers I have been doing a little designing for the blog latley but I just can't seem to make a template worthy of being crowned blog. I try to keep it simple sometimes and they look boring, sometimes I try to make it complex and it turned out totaly messed up so I am out of things. So heres my contest.. Want to have 100mb webhosting with unlimited transfer on a .jeffsworld.net subdomain with unlimited email accounts? Well then make me a template!    RULES     Must be an actul&nbsp;template (must have the blogger code)  Must look nice  Must work in both IE and Firebird at 1280x1024 (Tip: Make it resizable for us using 1600x1200 resolution monitors)    IDEAS     Something round    Something shiny    Something boxy    Something textured.     PRIZES     Grand Prize (1): Free .jeffsworld.net subdomain webhosting (100mb space, unlimited transfer, unlimited emails) Lasts for however long Jeff feels it should (Don't worry guys it will be at least a half of a year), Unlimited MySQL DB's, PHP, Perl, CGI-BIN.    Second Prize (5): Free @Jeffsworld.net email    Last Prize (Unlimited): Name on website     As the guy from MXC would say 'Get it on!'    Notes: Contact me at  urlLink johnsonjeff@zoominternet.net",train
3867242,"I hate rain. Why do I have live through snowy winters, and rainy summers!! I can't wait to get out of this stupid state...I don't care if I have family and friends here...this place is booooorrrrrrrrrinnnnnnnggggg!! Anyways today been an alright day. I didn't get a lot of sleep last night though...I&nbsp;had a lot on my mind..and I can't never sleep when I have a dilema or when my brain has the juices going at a fast pace. I woke up around 7:30 this morning because my stupid cat is in heat and was moaning outside my door. So I gave up and got up and drank my daily dose of good ol' O.J. This afternoon I visited my grandma, watched my usual soap operas, and then made up for lost sleep last night by taking a nap. I really have no big plans this week until Sunday when I'm going to Kennywood with Day and hopefully Ashley C. I just pray that it doesn't rain tommorrow because I don't how much more I can take of this crappy weather! It's making me depressed..especially since my skin is shade of Dracula. Whatever...I'm going to stop whining and make the best of it...sigh...",train
3730092,"Sad day..Yester reach hm bout 3am+ cos talk till midnite with LD ppl..Haiz..Then played games with lx till 4am then slp lor..Haiz..Then met Yihao at bishan interchange..The moment I reach there he told me tat the uniform there sucks!!!Looks like banquet waiter lor..Wah lao..Really damn er xin leh..Haiz..Then reach tat sucky sch liao then they told us to go canteen..But nth was there..WTF??Tat gives me a very bad impression lor..They like organise not proper..Fuck tat sch..Then sit at the open hall until 10am+..Till the sun light shining all our head lor..Damn hot lor..Then mus sit there hear their er xin de ppl sing songs there lor..Haiz..After tat nvm,They made us sung 3 times their fucking ITE song..Damn bo liao lor...Dono y they all almost same age as us but do things differently..Haiz..Still looks childish lor..Haiz..Then more sian prob came up lor..I'm different class with Yihao!!!WTF??Haiz..The whole class I'm alone..With tat person who I don wana see FOREVER!!!Really pissed me off lor..Haiz..At the ava room really will make ppl slp lor..Haha..At first I fall aslp 1st..Then Yihao at there lie down lor..Then the teacher there wake me up then I told her tat I'm not slping lor..Jus watching my beautiful shoes..Then she scold me...OMG!!Damn ill-mannered teacher lor..Haiz..Sian liao..Today tink is the most sian day lor!!!ITE really pissed me off~!!Err...Don wana talk more bout tat stupid n idiotic sch liao..Tml we going to skip tat wad stupid water game..Going off after lunch liao..Wahahahah..Gtg slp liao..BB..o.O",train
11762,"A couple of years ago, I wrote a short story entitled, 'Faith is a Funny Thing.' I wrote this story at a time in my life when my quest for spiritual direction was beginning to resemble a fruitless search for a needle in a haystack. In the story, a young woman find solace in a dusty cathedral, the very institution that she spent years denouncing. It was a piece that would foreshadow my return to the church in the years to come.  I was a spiritual pilgrim for the span of a decade, researching and practicing a variety of religions. I attended a service at a Jewish synagogue, read Thich Nhat Hanh's  Living Buddha, Living Christ , held a full moon ritual in my living room, and attended Catholic Mass on a Sunday afternoon. In Yann Martel's  The Life of Pi , the main character, Pi, practices a multiplicity of religions and sees no conflict in his syncretism. Halfway through the book, Pi and his family are walking through town and are approached by the leaders of the local temple, church, and mosque. Each leader tells Pi that he must chose a religion to practice. He can be a devout Hindu, Christian, or Muslim, but he can not practice all three faiths at the same time. Pi remarks that all he wants to do is love God. The church leaders are speechless at the simplicity of that statement.  I love to tell people the story of my return to the church. I tell them that I am a Christian because of a conversation that I had with a Pagan. My good friend, Loria, listened to me rant on and on about my spiritual crisis until finally she told me that there was no shame in being Christian. She reminded me that there are a lot of interpretations of what it means to be a Christian, that Jesus was a profound teacher and prophet, and that a great deal of beauty remains in the Christian tradition. You just have to find a community that you feel comfortable attending. I did.  I am an Episcopalian. I am an open-minded, syncretic, goddess-loving, liberal, Celtic Christian-Buddhist. I believe that Jesus was sent to the Earth to teach and inspire humankind. I believe that Godde is both masculine and feminine and that He/She resides in every single heart that beats on this planet. I am addicted to Sufi poetry, Buddhist philosophy, and Celtic rituals. Religion, faith, is not about the rules, but what road the heart travels. If our motive in life is to love Godde, regardless of the form that being/spirit takes, then does it really matter how we go about expressing that love? My answer is no, it does not matter. Rituals, words, and theology are wonderful things until they begin to place limitations on a person's soul. In the end, what matters the most is how that person uses their faith in the world. Their actions towards other human beings are a reflection of their interpretation of Godde.  The rest is just ashes and dust.",train
3824003,"Some days, you have to wonder - when someone says something stupid, can they hear it the same way you do?&nbsp; People ask for the strangest things.&nbsp; I was talking to a guy recently that purchased a Honda Element.&nbsp; My first response was 'I'm sorry to hear that, sir.'&nbsp; Then he tells me he's doing a retro-conversion on it.&nbsp; First off, there is nothing retro about a Honda Element.&nbsp; He then tells me he wants me to design an old Ford Woodie style paint scheme like the Beach Boys used to drive.&nbsp; I'm certain that the Beach Boys never drove an abomination such as that.&nbsp; I sat there and listened to the guy and thought - man this guy has some issues.&nbsp; Not only did he purchase a Honda Element, he wants to do a retro conversion on it.&nbsp; I had to excuse myself because I couldn't keep from throwing up at the very thought of it much longer.&nbsp; Finally, after hearing all of his ideas, I asked if he was kidding.&nbsp; I then told him I had recorded the conversation and wanted to play it back for him so he could hear it.&nbsp; He then decided instead of painting the car, it would be better to buy some of the wooden print decals and stick those on the car.&nbsp; The best part of all of this is, I'm not making any of it up.&nbsp; I'm sorry, I can't help that you chose to buy the worlds ugliest car but don't turn it into a spectical.&nbsp; We already know you made a bad decision, don't turn it into a string of them.&nbsp; Honestly, we're all going to laugh at you.&nbsp; Everyone in the world looks at Elements and just wonders why anyone would do that to begin with.&nbsp; Do you really want us all asking why on two counts?&nbsp; Maybe you'll get lucky and that craze will catch on in Canada, eh?&nbsp; Ask John Kerry what he thinks - I'm sure he's not for it, but he's not against it.",train
3884080,"worked another 5-12 shift. It was ok except its gets sooooo boring around 10 o'clock and theres nothing to do. so i throw tomatoes at the wall, yeah its fun. So today i woke up at 11 and sat on my ass until 4, then i went to work, so that means i really didnt do much today. I work again tomorrow, grrrrr, but at least its only 5-8 and i dont have to work on tuesday! hurray!  Ive had the song 'Brickwall views' by The Lawrence Arms stuck in my head all day long. 'Dont break to many hearts, dont take to many arrows in the chest, cry comfortably and let us all know what your thinking.....'  Sorry but i love that verse so i had to type it. I want to do something tomorrow after work so i think i might give shane a call or something. We are going to go buy our warped tour tickets on saturday, WOOT! dont you just love that word? woot. its such a good word. Im drinking Mountain Dew Live Wire, ITS GOOD STUFF! wow i have used the exclimation point alot and i dont know why. i have realized that and exclimation point makes any word look 10 times better, observe. Donkey. Donkey! see the 'donkey' on the right is cooler. Capitals with an exclimation point just makes that word superb, observe again. Donkey! DONKEY!. See the 'donkey' with the exclimation point is great but the capitalized 'donkey' with and exclimation point just kicks the other donkeys ass.  I noticed that if i keep my hand in one postion for a while my thumb begins to go up and down by itself until i stop it. its like my thumb is trying to run away.  This post means nothing",train
